confirmed,requesterEmail,organizationId
TRUE,NeathPortTalbotHoF@example.com,30df0975-da43-f111-88b4-000d3a495722
TRUE,andSwanseaHoF@example.com,c0b6137d-d934-f111-88b4-000d3a495719
TRUE,MerthyrTydfilHoF@example.com,c0b6137d-d934-f111-88b4-000d3a495720
TRUE,BlaenauGwentHoF@example.com,c0b6137d-d934-f111-88b4-000d3a495721
TRUE,MonmouthshireHoF@example.com,c0b6137d-d934-f111-88b4-000d3a495722
TRUE,TorfaenHoF@example.com,c9ad047b-da43-f111-88b4-000d3a495719
TRUE,CaerphillyHoF@example.com,5a1e44e1-a8b5-f011-bbd2-7c1e5229d3d5
TRUE,RhonddaCynonTafHoF@example.com,5a1e44e1-a8b5-f011-bbd2-7c1e5229d3d6
TRUE,BridgendHoF@example.com,5a1e44e1-a8b5-f011-bbd2-7c1e5229d3d7
TRUE,NewportHoF@example.com,5a1e44e1-a8b5-f011-bbd2-7c1e5229d3d8
TRUE,CardiffHoF@example.com,5a1e44e1-a8b5-f011-bbd2-7c1e5229d3d9
TRUE,ValeGlamorganHoF@example.com,c9ad047b-da43-f111-88b4-000d3a495702
TRUE,ShetlandIslandsHoF@example.com,c9ad047b-da43-f111-88b4-000d3a495703
TRUE,OrkneyIslandsHoF@example.com,c9ad047b-da43-f111-88b4-000d3a495704
TRUE,ComhairlenanEileanSiarHoF@example.com,c9ad047b-da43-f111-88b4-000d3a495705
TRUE,TheHighlandHoF@example.com,c9ad047b-da43-f111-88b4-000d3a495706
TRUE,TheMorayHoF@example.com,c9ad047b-da43-f111-88b4-000d3a495707
TRUE,AberdeenshireHoF@example.com,c9ad047b-da43-f111-88b4-000d3a495708
TRUE,AberdeenHoF@example.com,c9ad047b-da43-f111-88b4-000d3a495709
TRUE,AngusHoF@example.com,c9ad047b-da43-f111-88b4-000d3a495720
TRUE,PerthandKinrossHoF@example.com,c9ad047b-da43-f111-88b4-000d3a495721
TRUE,ArgyllandButeHoF@example.com,c9ad047b-da43-f111-88b4-000d3a495722
TRUE,StirlingHoF@example.com,c9ad047b-da43-f111-88b4-000d3a495723
TRUE,DundeeHoF@example.com,c9ad047b-da43-f111-88b4-000d3a495724
TRUE,FifeHoF@example.com,c9ad047b-da43-f111-88b4-000d3a495725
TRUE,ClackmannanshireHoF@example.com,c9ad047b-da43-f111-88b4-000d3a495726
TRUE,FalkirkHoF@example.com,ec46116f-da43-f111-88b4-000d3a495719
TRUE,EastDunbartonshireHoF@example.com,ec46116f-da43-f111-88b4-000d3a495720
TRUE,WestDunbartonshireHoF@example.com,ec46116f-da43-f111-88b4-000d3a495721
TRUE,InverclydeHoF@example.com,ec46116f-da43-f111-88b4-000d3a495722
TRUE,NLanarkshireHoF@example.com,ec46116f-da43-f111-88b4-000d3a495723
TRUE,GlasgowHoF@example.com,ec46116f-da43-f111-88b4-000d3a495724
TRUE,WestLothianHoF@example.com,ec46116f-da43-f111-88b4-000d3a495725
TRUE,EdinburghHoF@example.com,ec46116f-da43-f111-88b4-000d3a495726
TRUE,MidlothianHoF@example.com,ec46116f-da43-f111-88b4-000d3a495727
TRUE,EastLothianHoF@example.com,ec46116f-da43-f111-88b4-000d3a495728
TRUE,RenfrewshireHoF@example.com,ec46116f-da43-f111-88b4-000d3a495729
TRUE,NAyrshireHoF@example.com,ec46116f-da43-f111-88b4-000d3a495730
TRUE,EastAyrshireHoF@example.com,ec46116f-da43-f111-88b4-000d3a495731
TRUE,EastRenfrewshireHoF@example.com,ec46116f-da43-f111-88b4-000d3a495732
TRUE,SLanarkshireHoF@example.com,ec46116f-da43-f111-88b4-000d3a495733
TRUE,ScottishBordersHoF@example.com,ec46116f-da43-f111-88b4-000d3a495734
TRUE,SAyrshireHoF@example.com,ec46116f-da43-f111-88b4-000d3a495735
TRUE,DumfriesHoF@example.com,ec46116f-da43-f111-88b4-000d3a495736
TRUE,AntrimHoF@example.com,ec46116f-da43-f111-88b4-000d3a495737
TRUE,ArdsandNDownHoF@example.com,ec46116f-da43-f111-88b4-000d3a495738
TRUE,BelfastHoF@example.com,ec46116f-da43-f111-88b4-000d3a495739
TRUE,LisburnHoF@example.com,ec46116f-da43-f111-88b4-000d3a495740
TRUE,MidandEastAntrimHoF@example.com,ec46116f-da43-f111-88b4-000d3a495741
TRUE,NewryHoF@example.com,ec46116f-da43-f111-88b4-000d3a495742
TRUE,ArmaghHoF@example.com,ec46116f-da43-f111-88b4-000d3a495743
TRUE,CausewayCoastHoF@example.com,ec46116f-da43-f111-88b4-000d3a495744
TRUE,DerryHoF@example.com,ec46116f-da43-f111-88b4-000d3a495745
TRUE,FermanaghHoF@example.com,ec46116f-da43-f111-88b4-000d3a495746
TRUE,MidUlsterHoF@example.com,ec46116f-da43-f111-88b4-000d3a495747
TRUE,DurhamHoF@example.com,ec46116f-da43-f111-88b4-000d3a495748
TRUE,NumberlandHoF@example.com,ec46116f-da43-f111-88b4-000d3a495749
TRUE,CheshireEastHoF@example.com,ec46116f-da43-f111-88b4-000d3a495750
TRUE,CheshireWestHoF@example.com,ec46116f-da43-f111-88b4-000d3a495751
TRUE,ShropshireHoF@example.com,ec46116f-da43-f111-88b4-000d3a495752
TRUE,CentralBedfordshireHoF@example.com,ec46116f-da43-f111-88b4-000d3a495753
TRUE,BedfordHoF@example.com,ec46116f-da43-f111-88b4-000d3a495754
TRUE,CornwallHoF@example.com,ec46116f-da43-f111-88b4-000d3a495755
TRUE,WiltshireHoF@example.com,ec46116f-da43-f111-88b4-000d3a495756
TRUE,SomersetHoF@example.com,ec46116f-da43-f111-88b4-000d3a495757
TRUE,EastSuffolkHoF@example.com,ec46116f-da43-f111-88b4-000d3a495758
TRUE,WestSuffolkHoF@example.com,ec46116f-da43-f111-88b4-000d3a495759
TRUE,BournemouthHoF@example.com,ec46116f-da43-f111-88b4-000d3a495760
TRUE,DorsetHoF@example.com,ec46116f-da43-f111-88b4-000d3a495761
TRUE,WestNamptonshireHoF@example.com,ec46116f-da43-f111-88b4-000d3a495762
TRUE,NNamptonshireHoF@example.com,ec46116f-da43-f111-88b4-000d3a495763
TRUE,BuckinghamshireHoF@example.com,ec46116f-da43-f111-88b4-000d3a495764
TRUE,CumberlandHoF@example.com,ec46116f-da43-f111-88b4-000d3a495765
TRUE,WestmorlandandFurnessHoF@example.com,ec46116f-da43-f111-88b4-000d3a495766
TRUE,NYorkshireHoF@example.com,ec46116f-da43-f111-88b4-000d3a495767
